Large Lines,OK,,,,,,,,,
,,,,,,,,,,
Row Labels,Sum of Shipped Quantity,%,Cumul %,Classification,Days on Hand,Daily Demand,Units on Hand,Item Cube,Cube on Hand,Bins Needed
1128218,166,0.0%,14.1%,AA,2,6,13,0.082505208,1.1,1
929052,166,0.0%,14.2%,AA,2,6,13,0.043083333,0.6,1
858297,166,0.0%,14.2%,AA,2,6,13,0.0609375,0.8,1
181273,166,0.0%,14.2%,AA,2,6,13,0.255052083,3.3,2
143462,166,0.0%,14.2%,AA,2,6,13,0.101875,1.3,1
850510,165,0.0%,14.2%,AA,2,6,13,0.282888889,3.6,2
474398,165,0.0%,14.2%,AA,2,6,13,0.309027778,3.9,2
71705,165,0.0%,14.3%,AA,2,6,13,0.19875,2.5,2
12456,165,0.0%,14.3%,AA,2,6,13,0.048599537,0.6,1
863844,164,0.0%,14.3%,AA,2,6,13,0.06975463,0.9,1
524891,164,0.0%,14.3%,AA,2,6,13,0.264967593,3.3,2
663833,164,0.0%,14.3%,AA,2,6,13,0.345,4.4,2
44154,164,0.0%,14.3%,AA,2,6,13,0.338722222,4.3,2
39268,164,0.0%,14.4%,AA,2,6,13,0.336194444,4.2,2
836437,163,0.0%,14.4%,AA,2,6,13,0.342722222,4.3,2
326948,163,0.0%,14.4%,AA,2,6,13,0.229322917,2.9,2
137411,163,0.0%,14.4%,AA,2,6,13,0.056138889,0.7,1
16249,163,0.0%,14.4%,AA,2,6,13,0.178255208,2.2,1
631547,162,0.0%,14.4%,AA,2,6,12,0.272109375,3.4,2
223979,162,0.0%,14.5%,AA,2,6,12,0.426652778,5.3,3
64197,162,0.0%,14.5%,AA,2,6,12,0.210583333,2.6,2
13027,162,0.0%,14.5%,AA,2,6,12,0.116759259,1.5,1
2829,162,0.0%,14.5%,AA,2,6,12,0.280989583,3.5,2
12217,162,0.0%,14.5%,AA,2,6,12,0.061152778,0.8,1
404593,161,0.0%,14.5%,AA,2,6,12,0.370505787,4.6,3
147893,161,0.0%,14.6%,AA,2,6,12,0.296796296,3.7,2
1127562,160,0.0%,14.6%,AA,2,6,12,0.102727431,1.3,1
1126618,160,0.0%,14.6%,AA,2,6,12,0.086828704,1.1,1
1059722,160,0.0%,14.6%,AA,2,6,12,0.112773727,1.4,1
976204,160,0.0%,14.6%,AA,2,6,12,0.27421875,3.4,2
910563,160,0.0%,14.6%,AA,2,6,12,0.005638889,0.1,1
936418,160,0.0%,14.7%,AA,2,6,12,0.070506366,0.9,1
181303,160,0.0%,14.7%,AA,2,6,12,0.260719907,3.2,2
2820,160,0.0%,14.7%,AA,2,6,12,0.271435185,3.3,2
603317,159,0.0%,14.7%,AA,2,6,12,0.331665509,4.1,2
36835,159,0.0%,14.7%,AA,2,6,12,0.371838542,4.5,2
740720,158,0.0%,14.7%,AA,2,6,12,0.277604167,3.4,2
12459,158,0.0%,14.8%,AA,2,6,12,0.05134375,0.6,1
34021,158,0.0%,14.8%,AA,2,6,12,0.374045139,4.5,2
1170767,157,0.0%,14.8%,AA,2,6,12,0.303543981,3.7,2
1104887,157,0.0%,14.8%,AA,2,6,12,0.18140162,2.2,1
905006,157,0.0%,14.8%,AA,2,6,12,0.031221065,0.4,1
915341,157,0.0%,14.8%,AA,2,6,12,0.098694444,1.2,1
839133,157,0.0%,14.9%,AA,2,6,12,0.282296296,3.4,2
306383,157,0.0%,14.9%,AA,2,6,12,0.007555556,0.1,1
259328,157,0.0%,14.9%,AA,2,6,12,0.305229167,3.7,2
78479,157,0.0%,14.9%,AA,2,6,12,0.106076389,1.3,1
28689,157,0.0%,14.9%,AA,2,6,12,0.092756944,1.1,1
1053190,156,0.0%,14.9%,AA,2,6,12,0.175292824,2.1,1
908579,156,0.0%,15.0%,AA,2,6,12,0.036111111,0.4,1
913765,156,0.0%,15.0%,AA,2,6,12,0.085211806,1.0,1
885423,156,0.0%,15.0%,AA,2,6,12,0.016869792,0.2,1
125515,156,0.0%,15.0%,AA,2,6,12,0.168425926,2.0,1
84879,156,0.0%,15.0%,AA,2,6,12,0.251497685,3.0,2
861257,155,0.0%,15.0%,AA,2,6,12,0.083179977,1.0,1
707028,155,0.0%,15.1%,AA,2,6,12,0.369201389,4.4,2
863644,155,0.0%,15.1%,AA,2,6,12,0.05259375,0.6,1
689289,155,0.0%,15.1%,AA,2,6,12,0.370505787,4.4,2
449444,155,0.0%,15.1%,AA,2,6,12,0.271435185,3.2,2
299361,155,0.0%,15.1%,AA,2,6,12,0.366365741,4.4,2
782767,154,0.0%,15.1%,AA,2,6,12,0.27421875,3.2,2
513401,154,0.0%,15.1%,AA,2,6,12,0.266851852,3.2,2
57415,154,0.0%,15.2%,AA,2,6,12,0.159,1.9,1
913767,153,0.0%,15.2%,AA,2,6,12,0.098,1.2,1
908561,153,0.0%,15.2%,AA,2,6,12,0.017925926,0.2,1
907729,153,0.0%,15.2%,AA,2,6,12,0.073587963,0.9,1
42543,153,0.0%,15.2%,AA,2,6,12,0.268125,3.2,2
964855,152,0.0%,15.2%,AA,2,6,12,0.268125,3.1,2
923732,152,0.0%,15.3%,AA,2,6,12,0.183537037,2.1,1
404811,152,0.0%,15.3%,AA,2,6,12,0.355383102,4.2,2
372920,152,0.0%,15.3%,AA,2,6,12,0.361261574,4.2,2
353094,152,0.0%,15.3%,AA,2,6,12,0.255461806,3.0,2
1129038,151,0.0%,15.3%,AA,2,6,12,0.055763889,0.6,1
1121562,151,0.0%,15.3%,AA,2,6,12,0.147875,1.7,1
966150,151,0.0%,15.4%,AA,2,6,12,0.037239583,0.4,1
932355,151,0.0%,15.4%,AA,2,6,12,0.115104167,1.3,1
914639,151,0.0%,15.4%,AA,2,6,12,0.061444444,0.7,1
922882,151,0.0%,15.4%,AA,2,6,12,0.183537037,2.1,1
621411,151,0.0%,15.4%,AA,2,6,12,0.325572917,3.8,2
1049097,150,0.0%,15.4%,AA,2,6,12,0.0691875,0.8,1
1066231,150,0.0%,15.4%,AA,2,6,12,0.268462963,3.1,2
974709,150,0.0%,15.5%,AA,2,6,12,0.098708333,1.1,1
782882,150,0.0%,15.5%,AA,2,6,12,0.328020833,3.8,2
475324,150,0.0%,15.5%,AA,2,6,12,0.357178241,4.1,2
70332,150,0.0%,15.5%,AA,2,6,12,0.190561921,2.2,1
35350,150,0.0%,15.5%,AA,2,6,12,0.421476852,4.9,3
17798,150,0.0%,15.5%,AA,2,6,12,0.065048611,0.8,1
299028,149,0.0%,15.6%,AA,2,6,11,0.438930556,5.0,3
1128222,148,0.0%,15.6%,AA,2,6,11,0.131384259,1.5,1
1127550,148,0.0%,15.6%,AA,2,6,11,0.17148669,2.0,1
914955,148,0.0%,15.6%,AA,2,6,11,0.084972222,1.0,1
860387,148,0.0%,15.6%,AA,2,6,11,0.052151042,0.6,1
568660,148,0.0%,15.6%,AA,2,6,11,0.365231481,4.2,2
70713,148,0.0%,15.6%,AA,2,6,11,0.154023148,1.8,1
3136,148,0.0%,15.7%,AA,2,6,11,0.125902778,1.4,1
1119467,147,0.0%,15.7%,AA,2,6,11,0.167737269,1.9,1
1051499,147,0.0%,15.7%,AA,2,6,11,0.147875,1.7,1
975613,147,0.0%,15.7%,AA,2,6,11,0.173032407,2.0,1
511869,147,0.0%,15.7%,AA,2,6,11,0.325572917,3.7,2
453958,147,0.0%,15.7%,AA,2,6,11,0.256666667,2.9,2
42236,147,0.0%,15.8%,AA,2,6,11,0.26875,3.0,2
42304,147,0.0%,15.8%,AA,2,6,11,0.252890625,2.9,2
1126955,146,0.0%,15.8%,AA,2,6,11,0.124430556,1.4,1
1170807,146,0.0%,15.8%,AA,2,6,11,0.2946875,3.3,2
898031,146,0.0%,15.8%,AA,2,6,11,0.055763889,0.6,1
712643,146,0.0%,15.8%,AA,2,6,11,0.3325,3.7,2
295533,146,0.0%,15.8%,AA,2,6,11,0.238715278,2.7,2
416182,146,0.0%,15.9%,AA,2,6,11,0.335310185,3.8,2
259110,146,0.0%,15.9%,AA,2,6,11,0.310885417,3.5,2
295887,146,0.0%,15.9%,AA,2,6,11,0.173375,1.9,1
41391,146,0.0%,15.9%,AA,2,6,11,0.303111111,3.4,2
38773,146,0.0%,15.9%,AA,2,6,11,0.2660625,3.0,2
841173,145,0.0%,15.9%,AA,2,6,11,0.184861111,2.1,1
401651,145,0.0%,16.0%,AA,2,6,11,0.258796296,2.9,2
42283,145,0.0%,16.0%,AA,2,6,11,0.208638889,2.3,2
13938,145,0.0%,16.0%,AA,2,6,11,0.046822917,0.5,1
1126581,144,0.0%,16.0%,AA,2,6,11,0.058680556,0.7,1
1007984,144,0.0%,16.0%,AA,2,6,11,0.084972222,0.9,1
475524,144,0.0%,16.0%,AA,2,6,11,0.443233796,4.9,3
473419,144,0.0%,16.0%,AA,2,6,11,0.379976852,4.2,2
138567,144,0.0%,16.1%,AA,2,6,11,0.3325,3.7,2
2818,144,0.0%,16.1%,AA,2,6,11,0.271435185,3.0,2
39480,144,0.0%,16.1%,AA,2,6,11,0.238739583,2.6,2
17783,144,0.0%,16.1%,AA,2,6,11,0.070243056,0.8,1
932327,143,0.0%,16.1%,AA,2,6,11,0.090574074,1.0,1
933211,143,0.0%,16.1%,AA,2,6,11,0.098694444,1.1,1
914739,143,0.0%,16.1%,AA,2,6,11,0.031319444,0.3,1
784234,143,0.0%,16.2%,AA,2,6,11,0.378502315,4.2,2
617960,143,0.0%,16.2%,AA,2,6,11,0.27474537,3.0,2
181275,143,0.0%,16.2%,AA,2,6,11,0.257213542,2.8,2
40570,143,0.0%,16.2%,AA,2,6,11,0.272109375,3.0,2
947047,142,0.0%,16.2%,AA,2,5,11,0.271435185,3.0,2
908538,142,0.0%,16.2%,AA,2,5,11,0.007514468,0.1,1
405272,142,0.0%,16.2%,AA,2,5,11,0.438722222,4.8,3
405232,142,0.0%,16.3%,AA,2,5,11,0.438722222,4.8,3
34899,142,0.0%,16.3%,AA,2,5,11,0.227587963,2.5,2
1054513,141,0.0%,16.3%,AA,2,5,11,0.205569444,2.2,1
917615,141,0.0%,16.3%,AA,2,5,11,0.128151042,1.4,1
929976,141,0.0%,16.3%,AA,2,5,11,0.027120949,0.3,1
914574,141,0.0%,16.3%,AA,2,5,11,0.076222222,0.8,1
850946,141,0.0%,16.4%,AA,2,5,11,0.164713542,1.8,1
631826,141,0.0%,16.4%,AA,2,5,11,0.27546875,3.0,2
63886,141,0.0%,16.4%,AA,2,5,11,0.184947917,2.0,1
51345,141,0.0%,16.4%,AA,2,5,11,0.34875,3.8,2
40376,141,0.0%,16.4%,AA,2,5,11,0.4376875,4.7,3
23342,141,0.0%,16.4%,AA,2,5,11,0.168987847,1.8,1
932403,140,0.0%,16.4%,AA,2,5,11,0.114351852,1.2,1
957014,140,0.0%,16.5%,AA,2,5,11,0.061444444,0.7,1
974075,140,0.0%,16.5%,AA,2,5,11,0.063555556,0.7,1
862246,140,0.0%,16.5%,AA,2,5,11,0.0585,0.6,1
857896,140,0.0%,16.5%,AA,2,5,11,0.050138889,0.5,1
295532,140,0.0%,16.5%,AA,2,5,11,0.173375,1.9,1
14006,140,0.0%,16.5%,AA,2,5,11,0.08575,0.9,1
1126961,139,0.0%,16.5%,AA,2,5,11,0.097333333,1.0,1
1131674,139,0.0%,16.6%,AA,2,5,11,0.055902778,0.6,1
14170,139,0.0%,16.6%,AA,2,5,11,0.079851852,0.9,1
33532,139,0.0%,16.6%,AA,2,5,11,0.227065972,2.4,2
1130231,138,0.0%,16.6%,AA,2,5,11,0.070194444,0.7,1
915240,138,0.0%,16.6%,AA,2,5,11,0.044166667,0.5,1
754685,138,0.0%,16.6%,AA,2,5,11,0.261203704,2.8,2
513399,138,0.0%,16.6%,AA,2,5,11,0.277604167,2.9,2
296383,138,0.0%,16.7%,AA,2,5,11,0.215811343,2.3,2
84881,138,0.0%,16.7%,AA,2,5,11,0.222415509,2.4,2
36787,138,0.0%,16.7%,AA,2,5,11,0.362847222,3.9,2
7513,138,0.0%,16.7%,AA,2,5,11,0.197465278,2.1,1
27095,138,0.0%,16.7%,AA,2,5,11,0.24375,2.6,2
36881,138,0.0%,16.7%,AA,2,5,11,0.362622685,3.8,2
1128570,137,0.0%,16.7%,AA,2,5,11,0.071425926,0.8,1
1126276,137,0.0%,16.8%,AA,2,5,11,0.033900463,0.4,1
1067682,137,0.0%,16.8%,AA,2,5,11,0.197465278,2.1,1
30809,137,0.0%,16.8%,AA,2,5,11,0.104456019,1.1,1
40868,137,0.0%,16.8%,AA,2,5,11,0.325572917,3.4,2
41399,137,0.0%,16.8%,AA,2,5,11,0.31294213,3.3,2
1015146,136,0.0%,16.8%,AA,2,5,10,0.01546875,0.2,1
910526,136,0.0%,16.8%,AA,2,5,10,0.019571759,0.2,1
568594,136,0.0%,16.9%,AA,2,5,10,0.331277778,3.5,2
588839,136,0.0%,16.9%,AA,2,5,10,0.318229167,3.3,2
23340,136,0.0%,16.9%,AA,2,5,10,0.145651042,1.5,1
1121201,135,0.0%,16.9%,AA,2,5,10,0.224305556,2.3,2
1126490,135,0.0%,16.9%,AA,2,5,10,0.041854167,0.4,1
975612,135,0.0%,16.9%,AA,2,5,10,0.301712963,3.1,2
914266,135,0.0%,16.9%,AA,2,5,10,0.034185185,0.4,1
910600,135,0.0%,16.9%,AA,2,5,10,0.026736111,0.3,1
932892,135,0.0%,17.0%,AA,2,5,10,0.044166667,0.5,1
953671,135,0.0%,17.0%,AA,2,5,10,0.164756944,1.7,1
924007,135,0.0%,17.0%,AA,2,5,10,0.181197917,1.9,1
771851,135,0.0%,17.0%,AA,2,5,10,0.353520255,3.7,2
689255,135,0.0%,17.0%,AA,2,5,10,0.329190394,3.4,2
23106,135,0.0%,17.0%,AA,2,5,10,0.011649306,0.1,1
1170844,134,0.0%,17.0%,AA,2,5,10,0.319453125,3.3,2
1023417,134,0.0%,17.1%,AA,2,5,10,0.093683333,1.0,1
1066686,134,0.0%,17.1%,AA,2,5,10,0.033967593,0.4,1
1056805,134,0.0%,17.1%,AA,2,5,10,0.277633102,2.9,2
922853,134,0.0%,17.1%,AA,2,5,10,0.181197917,1.9,1
851261,134,0.0%,17.1%,AA,2,5,10,0.036743056,0.4,1
747131,134,0.0%,17.1%,AA,2,5,10,0.261197917,2.7,2
295944,134,0.0%,17.1%,AA,2,5,10,0.192901042,2.0,1
220287,134,0.0%,17.2%,AA,2,5,10,0.418287037,4.3,2
342304,134,0.0%,17.2%,AA,2,5,10,0.289055556,3.0,2
29494,134,0.0%,17.2%,AA,2,5,10,0.188083333,1.9,1
39854,134,0.0%,17.2%,AA,2,5,10,0.277604167,2.9,2
36654,134,0.0%,17.2%,AA,2,5,10,0.016218171,0.2,1
1130075,133,0.0%,17.2%,AA,2,5,10,0.04396412,0.4,1
1125994,133,0.0%,17.2%,AA,2,5,10,0.04458912,0.5,1
966137,133,0.0%,17.3%,AA,2,5,10,0.037239583,0.4,1
632112,133,0.0%,17.3%,AA,2,5,10,0.27546875,2.8,2
617932,133,0.0%,17.3%,AA,2,5,10,0.277604167,2.8,2
342381,133,0.0%,17.3%,AA,2,5,10,0.328020833,3.4,2
132162,133,0.0%,17.3%,AA,2,5,10,0.051892361,0.5,1
2822,133,0.0%,17.3%,AA,2,5,10,0.27421875,2.8,2
1050925,132,0.0%,17.3%,AA,2,5,10,0.061930556,0.6,1
906933,132,0.0%,17.4%,AA,2,5,10,0.009138889,0.1,1
568700,132,0.0%,17.4%,AA,2,5,10,0.366001157,3.7,2
64311,132,0.0%,17.4%,AA,2,5,10,0.190841435,1.9,1
125528,132,0.0%,17.4%,AA,2,5,10,0.285465278,2.9,2
38929,132,0.0%,17.4%,AA,2,5,10,0.408333333,4.1,2
942999,131,0.0%,17.4%,AA,2,5,10,0.285956019,2.9,2
835825,131,0.0%,17.4%,AA,2,5,10,0.275625,2.8,2
754673,131,0.0%,17.4%,AA,2,5,10,0.255155093,2.6,2
814579,131,0.0%,17.5%,AA,2,5,10,0.342444444,3.5,2
780242,131,0.0%,17.5%,AA,2,5,10,0.270833333,2.7,2
857833,131,0.0%,17.5%,AA,2,5,10,0.018791667,0.2,1
298942,131,0.0%,17.5%,AA,2,5,10,0.422048611,4.3,2
311237,131,0.0%,17.5%,AA,2,5,10,0.27421875,2.8,2
147984,131,0.0%,17.5%,AA,2,5,10,0.375711806,3.8,2
65997,131,0.0%,17.5%,AA,2,5,10,0.175875,1.8,1
35783,131,0.0%,17.6%,AA,2,5,10,0.178569444,1.8,1
51443,131,0.0%,17.6%,AA,2,5,10,0.032777778,0.3,1
1126007,130,0.0%,17.6%,AA,2,5,10,0.04396412,0.4,1
910299,130,0.0%,17.6%,AA,2,5,10,0.033425926,0.3,1
908637,130,0.0%,17.6%,AA,2,5,10,0.020166667,0.2,1
475442,130,0.0%,17.6%,AA,2,5,10,0.37109375,3.7,2
603766,130,0.0%,17.6%,AA,2,5,10,0.279739583,2.8,2
525228,130,0.0%,17.6%,AA,2,5,10,0.155772569,1.6,1
342344,130,0.0%,17.7%,AA,2,5,10,0.328020833,3.3,2
401353,130,0.0%,17.7%,AA,2,5,10,0.26875,2.7,2
19285,130,0.0%,17.7%,AA,2,5,10,0.041166667,0.4,1
42801,130,0.0%,17.7%,AA,2,5,10,0.233946759,2.3,2
1126423,129,0.0%,17.7%,AA,2,5,10,0.048481481,0.5,1
1130737,129,0.0%,17.7%,AA,2,5,10,0.187064236,1.9,1
1119138,129,0.0%,17.7%,AA,2,5,10,0.226130787,2.2,1
916040,129,0.0%,17.8%,AA,2,5,10,0.08203125,0.8,1
837855,129,0.0%,17.8%,AA,2,5,10,0.108,1.1,1
66970,129,0.0%,17.8%,AA,2,5,10,0.437395833,4.3,2
35157,129,0.0%,17.8%,AA,2,5,10,0.050783565,0.5,1
1127675,128,0.0%,17.8%,AA,2,5,10,0.104554398,1.0,1
917431,128,0.0%,17.8%,AA,2,5,10,0.043541667,0.4,1
603359,128,0.0%,17.8%,AA,2,5,10,0.375836806,3.7,2
342923,128,0.0%,17.8%,AA,2,5,10,0.27546875,2.7,2
147933,128,0.0%,17.9%,AA,2,5,10,0.361747685,3.6,2
23212,128,0.0%,17.9%,AA,2,5,10,0.300522569,3.0,2
1095008,127,0.0%,17.9%,AA,2,5,10,0.178190972,1.7,1
1058038,127,0.0%,17.9%,AA,2,5,10,0.130338542,1.3,1
916016,127,0.0%,17.9%,AA,2,5,10,0.069890625,0.7,1
860432,127,0.0%,17.9%,AA,2,5,10,0.018791667,0.2,1
475254,127,0.0%,17.9%,AA,2,5,10,0.37109375,3.6,2
80943,127,0.0%,18.0%,AA,2,5,10,0.063657407,0.6,1
202339,127,0.0%,18.0%,AA,2,5,10,0.211458333,2.1,1
201521,127,0.0%,18.0%,AA,2,5,10,0.3378125,3.3,2
2825,127,0.0%,18.0%,AA,2,5,10,0.27421875,2.7,2
39270,127,0.0%,18.0%,AA,2,5,10,0.277604167,2.7,2
1170736,126,0.0%,18.0%,AA,2,5,10,0.324739583,3.1,2
908010,126,0.0%,18.0%,AA,2,5,10,0.010962963,0.1,1
833882,126,0.0%,18.0%,AA,2,5,10,0.016703704,0.2,1
823549,126,0.0%,18.1%,AA,2,5,10,0.29925,2.9,2
782915,126,0.0%,18.1%,AA,2,5,10,0.331665509,3.2,2
588824,126,0.0%,18.1%,AA,2,5,10,0.292552083,2.8,2
391787,126,0.0%,18.1%,AA,2,5,10,0.443292245,4.3,2
342322,126,0.0%,18.1%,AA,2,5,10,0.328020833,3.2,2
947443,125,0.0%,18.1%,AA,2,5,10,0.2660625,2.6,2
858271,125,0.0%,18.1%,AA,2,5,10,0.062861111,0.6,1
690436,125,0.0%,18.1%,AA,2,5,10,0.27546875,2.6,2
747173,125,0.0%,18.2%,AA,2,5,10,0.257213542,2.5,2
771407,125,0.0%,18.2%,AA,2,5,10,0.336194444,3.2,2
523167,125,0.0%,18.2%,AA,2,5,10,0.161631944,1.6,1
367371,125,0.0%,18.2%,AA,2,5,10,0.208203125,2.0,1
388666,125,0.0%,18.2%,AA,2,5,10,0.220375,2.1,1
123910,125,0.0%,18.2%,AA,2,5,10,0.081611111,0.8,1
1086026,124,0.0%,18.2%,AA,2,5,10,0.3325,3.2,2
1054868,124,0.0%,18.3%,AA,2,5,10,0.163418403,1.6,1
908344,124,0.0%,18.3%,AA,2,5,10,0.016791667,0.2,1
907101,124,0.0%,18.3%,AA,2,5,10,0.037171875,0.4,1
919089,124,0.0%,18.3%,AA,2,5,10,0.020555556,0.2,1
689309,124,0.0%,18.3%,AA,2,5,10,0.425012153,4.1,2
782933,124,0.0%,18.3%,AA,2,5,10,0.328020833,3.1,2
858957,124,0.0%,18.3%,AA,2,5,10,0.06790625,0.6,1
690491,124,0.0%,18.3%,AA,2,5,10,0.33029919,3.2,2
838052,124,0.0%,18.4%,AA,2,5,10,0.499375,4.8,3
632110,124,0.0%,18.4%,AA,2,5,10,0.27546875,2.6,2
406264,124,0.0%,18.4%,AA,2,5,10,0.370023148,3.5,2
405143,124,0.0%,18.4%,AA,2,5,10,0.370023148,3.5,2
65687,124,0.0%,18.4%,AA,2,5,10,0.168987847,1.6,1
43582,124,0.0%,18.4%,AA,2,5,10,0.29109375,2.8,2
1051029,123,0.0%,18.4%,AA,2,5,9,0.167737269,1.6,1
910006,123,0.0%,18.4%,AA,2,5,9,0.014838542,0.1,1
909441,123,0.0%,18.5%,AA,2,5,9,0.003581019,0.0,1
932469,123,0.0%,18.5%,AA,2,5,9,0.087847222,0.8,1
955423,123,0.0%,18.5%,AA,2,5,9,0.314618056,3.0,2
870564,123,0.0%,18.5%,AA,2,5,9,0.057659722,0.5,1
814806,123,0.0%,18.5%,AA,2,5,9,0.303868056,2.9,2
814540,123,0.0%,18.5%,AA,2,5,9,0.335,3.2,2
841212,123,0.0%,18.5%,AA,2,5,9,0.241527778,2.3,2
467471,123,0.0%,18.5%,AA,2,5,9,0.33421875,3.2,2
296562,123,0.0%,18.6%,AA,2,5,9,0.131898148,1.2,1
327328,123,0.0%,18.6%,AA,2,5,9,0.225001736,2.1,1
218124,123,0.0%,18.6%,AA,2,5,9,0.4745,4.5,2
342363,123,0.0%,18.6%,AA,2,5,9,0.318645833,3.0,2
84903,123,0.0%,18.6%,AA,2,5,9,0.0126875,0.1,1
26320,123,0.0%,18.6%,AA,2,5,9,0.31275,3.0,2
14927,123,0.0%,18.6%,AA,2,5,9,0.030965278,0.3,1
1128595,122,0.0%,18.6%,AA,2,5,9,0.071425926,0.7,1
1127685,122,0.0%,18.7%,AA,2,5,9,0.036,0.3,1
1059336,122,0.0%,18.7%,AA,2,5,9,0.224305556,2.1,1
858816,122,0.0%,18.7%,AA,2,5,9,0.067078125,0.6,1
840296,122,0.0%,18.7%,AA,2,5,9,0.460752315,4.3,2
404805,122,0.0%,18.7%,AA,2,5,9,0.324608796,3.0,2
386307,122,0.0%,18.7%,AA,2,5,9,0.127178819,1.2,1
67386,122,0.0%,18.7%,AA,2,5,9,0.177375,1.7,1
198097,122,0.0%,18.7%,AA,2,5,9,0.2701875,2.5,2
30745,122,0.0%,18.8%,AA,2,5,9,0.147393519,1.4,1
1120879,121,0.0%,18.8%,AA,2,5,9,0.081741898,0.8,1
1066230,121,0.0%,18.8%,AA,2,5,9,0.145688657,1.4,1
1056270,121,0.0%,18.8%,AA,2,5,9,0.148398148,1.4,1
916438,121,0.0%,18.8%,AA,2,5,9,0.061354167,0.6,1
905050,121,0.0%,18.8%,AA,2,5,9,0.02475,0.2,1
910058,121,0.0%,18.8%,AA,2,5,9,0.058609375,0.5,1
846327,121,0.0%,18.8%,AA,2,5,9,0.499375,4.6,3
858860,121,0.0%,18.9%,AA,2,5,9,0.071280093,0.7,1
220289,121,0.0%,18.9%,AA,2,5,9,0.475613426,4.4,2
64371,121,0.0%,18.9%,AA,2,5,9,0.250104167,2.3,2
137569,121,0.0%,18.9%,AA,2,5,9,0.01375,0.1,1
23456,121,0.0%,18.9%,AA,2,5,9,0.235277778,2.2,1
876257,120,0.0%,18.9%,AA,2,5,9,0.076925926,0.7,1
929127,120,0.0%,18.9%,AA,2,5,9,0.059910301,0.6,1
904745,120,0.0%,18.9%,AA,2,5,9,0.087248264,0.8,1
841147,120,0.0%,19.0%,AA,2,5,9,0.412444444,3.8,2
659049,120,0.0%,19.0%,AA,2,5,9,0.362622685,3.3,2
523063,120,0.0%,19.0%,AA,2,5,9,0.089148148,0.8,1
670262,120,0.0%,19.0%,AA,2,5,9,0.360590278,3.3,2
311214,120,0.0%,19.0%,AA,2,5,9,0.27421875,2.5,2
294801,120,0.0%,19.0%,AA,2,5,9,0.305989583,2.8,2
150356,120,0.0%,19.0%,AA,2,5,9,0.359027778,3.3,2
179130,120,0.0%,19.0%,AA,2,5,9,0.434152199,4.0,2
34210,120,0.0%,19.1%,AA,2,5,9,0.276328125,2.6,2
28600,120,0.0%,19.1%,AA,2,5,9,0.088229167,0.8,1
1146650,119,0.0%,19.1%,AA,2,5,9,0.198414352,1.8,1
1116520,119,0.0%,19.1%,AA,2,5,9,0.276273148,2.5,2
1069555,119,0.0%,19.1%,AA,2,5,9,0.026087963,0.2,1
1054710,119,0.0%,19.1%,AA,2,5,9,0.038398148,0.4,1
974094,119,0.0%,19.1%,AA,2,5,9,0.074119792,0.7,1
906138,119,0.0%,19.1%,AA,2,5,9,0.045864583,0.4,1
978811,119,0.0%,19.2%,AA,2,5,9,0.044114583,0.4,1
857859,119,0.0%,19.2%,AA,2,5,9,0.113975694,1.0,1
780674,119,0.0%,19.2%,AA,2,5,9,0.331665509,3.0,2
631563,119,0.0%,19.2%,AA,2,5,9,0.27546875,2.5,2
299090,119,0.0%,19.2%,AA,2,5,9,0.425,3.9,2
295773,119,0.0%,19.2%,AA,2,5,9,0.238715278,2.2,1
69986,119,0.0%,19.2%,AA,2,5,9,0.228609954,2.1,1
65964,119,0.0%,19.2%,AA,2,5,9,0.175875,1.6,1
57431,119,0.0%,19.3%,AA,2,5,9,0.200496528,1.8,1
73458,119,0.0%,19.3%,AA,2,5,9,0.482493056,4.4,2
76288,119,0.0%,19.3%,AA,2,5,9,0.314618056,2.9,2
125732,119,0.0%,19.3%,AA,2,5,9,0.129472222,1.2,1
13127,119,0.0%,19.3%,AA,2,5,9,0.026087963,0.2,1
1126253,118,0.0%,19.3%,AA,2,5,9,0.056356481,0.5,1
1117537,118,0.0%,19.3%,AA,2,5,9,0.163556134,1.5,1
1091503,118,0.0%,19.3%,AA,2,5,9,0.317333333,2.9,2
1047131,118,0.0%,19.4%,AA,2,5,9,0.134114583,1.2,1
1064032,118,0.0%,19.4%,AA,2,5,9,0.317333333,2.9,2
918939,118,0.0%,19.4%,AA,2,5,9,0.040104167,0.4,1
814515,118,0.0%,19.4%,AA,2,5,9,0.29521875,2.7,2
298898,118,0.0%,19.4%,AA,2,5,9,0.375666667,3.4,2
34684,118,0.0%,19.4%,AA,2,5,9,0.375836806,3.4,2
35274,118,0.0%,19.4%,AA,2,5,9,0.329190394,3.0,2
878721,117,0.0%,19.4%,AA,2,5,9,0.018472222,0.2,1
869123,117,0.0%,19.5%,AA,2,5,9,0.034444444,0.3,1
840963,117,0.0%,19.5%,AA,2,5,9,0.050555556,0.5,1
845131,117,0.0%,19.5%,AA,2,5,9,0.036793981,0.3,1
568714,117,0.0%,19.5%,AA,2,5,9,0.427864583,3.9,2
295497,117,0.0%,19.5%,AA,2,5,9,0.163418403,1.5,1
140208,117,0.0%,19.5%,AA,2,5,9,0.331277778,3.0,2
143812,117,0.0%,19.5%,AA,2,5,9,0.0733125,0.7,1
33695,117,0.0%,19.5%,AA,2,5,9,0.111015625,1.0,1
38019,117,0.0%,19.6%,AA,2,5,9,0.34453125,3.1,2
1130796,116,0.0%,19.6%,AA,2,4,9,0.234375,2.1,1
